name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2025-04-26,53.7,45.4,48.8,53.7,39.6,45,35.4,60.3,0.043,100,4.17,rain,0,0,32.2,20.6,24.8,1025,83.9,9.9,109.5,9.5,9,10,2025-04-26T05:53:10,2025-04-26T19:44:11,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-27,69.8,39.6,54.6,69.8,39.6,54.3,37.1,53.7,0,0,0,,0,0,24.2,14.4,139.4,1024.7,23.5,9.9,143.8,12.5,8,10,2025-04-27T05:51:46,2025-04-27T19:45:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-28,84.6,55.1,69.5,84.1,55.1,69.4,48.4,47.4,0,0,0,,0,0,42.7,24.5,184.4,1015.3,55.9,9.9,116.5,10.2,7,30,2025-04-28T05:50:22,2025-04-28T19:46:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-29,78,52.7,68.7,78,52.7,68.7,50.7,53.2,0,0,0,,0,0,40.8,26.7,247,1011.9,79.1,9.9,97,8.1,4,30,2025-04-29T05:49:00,2025-04-29T19:47:28,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-30,60.1,47,54.3,60.1,43.5,53.7,41.7,62.7,0.009,100,4.17,rain,0,0,21.9,14.2,87.6,1018.5,67.3,9.9,84.3,7.2,4,10,2025-04-30T05:47:39,2025-04-30T19:48:34,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-01,70.2,52.5,60.5,70.2,52.5,60.5,53.7,78.6,0.291,100,45.83,rain,0,0,36.6,23.6,252.1,1006,94.4,8.7,39,3.2,2,10,2025-05-01T05:46:20,2025-05-01T19:49:39,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-02,60.1,46.8,52.3,60.1,42,50.7,44,73.8,0.01,100,4.17,rain,0,0,21.9,11.7,62.4,1010.8,96.4,8.9,46.3,3.9,2,10,2025-05-02T05:45:01,2025-05-02T19:50:44,0.16,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-03,53.2,45.9,49.6,53.2,39.6,46.7,38.7,66.3,0,0,0,,0,0,30.2,19.7,24.5,1014.9,78.3,9.9,109.5,9.3,5,10,2025-05-03T05:43:44,2025-05-03T19:51:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-04,56.7,46.6,49.7,56.7,40.8,46.3,38.7,67,0.099,100,20.83,rain,0,0,30.8,19.2,19.3,1014.9,92.5,9.7,55.1,4.8,2,10,2025-05-04T05:42:28,2025-05-04T19:52:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-05,60.5,47.3,52.9,60.5,42.3,50.9,46.1,78.2,0.041,100,12.5,rain,0,0,27.7,19.1,48.2,1015.7,85.3,9.2,57.5,5,3,10,2025-05-05T05:41:13,2025-05-05T19:53:59,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-06,76.6,46.3,61.8,76.6,43.4,61.3,46.7,61.4,0,0,0,,0,0,26,15.9,310.4,1015.8,57.4,9.6,109.5,9.6,7,10,2025-05-06T05:40:00,2025-05-06T19:55:03,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-07,71.9,49,59.2,71.9,43.5,59,45.2,60.5,0,0,0,,0,0,34.4,18.3,31.4,1017.6,76.3,9.9,98.1,8.5,5,10,2025-05-07T05:38:48,2025-05-07T19:56:07,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-08,58.5,45.6,51.8,58.5,41.3,49.4,37.4,58.6,0,0,0,,0,0,32.7,22.8,31,1021.5,57.9,9.9,109.6,9.3,8,10,2025-05-08T05:37:37,2025-05-08T19:57:11,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-09,64.5,39.6,53.5,64.5,37.5,52.3,28.2,43,0,0,0,,0,0,18.1,10,46.1,1023.1,39.9,9.9,171.8,14.7,9,10,2025-05-09T05:36:28,2025-05-09T19:58:14,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-10,73,49.5,56.8,73,45.2,56.6,30.9,37.8,0,0,0,,0,0,33.4,23.9,16.8,1023.1,25.8,9.9,124.1,10.6,8,10,2025-05-10T05:35:21,2025-05-10T19:59:17,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-11,71.5,45.5,58.5,71.5,41.9,57.5,39.2,50.6,0,0,0,,0,0,23,11.1,47.3,1024.4,14.6,9.9,165.9,14.4,9,10,2025-05-11T05:34:15,2025-05-11T20:00:20,0.47,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-12,79.1,52.7,65.4,79.1,52.7,65.4,45.8,50.9,0.009,100,4.17,rain,0,0,17.4,11.4,68.1,1016,66.3,9.9,131.8,11.4,9,10,2025-05-12T05:33:10,2025-05-12T20:01:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-13,77.8,61.9,68.8,77.8,61.9,68.8,58.8,71.3,0.001,100,4.17,rain,0,0,17.4,13.6,88.9,1009.4,82.7,9.8,99.4,8.7,5,10,2025-05-13T05:32:07,2025-05-13T20:02:24,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-14,78.3,60.7,67.6,78.3,60.7,67.6,57.9,71.9,0,0,0,,0,0,19.7,13.2,75.6,1006.6,74.5,9,131.4,11.1,8,10,2025-05-14T05:31:06,2025-05-14T20:03:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-15,94.6,61.6,77.2,96.8,61.6,78.1,60.7,59.8,0.077,100,4.17,rain,0,0,44.4,26.5,185.1,1000.4,49.4,9.8,98.3,8.4,5,75,2025-05-15T05:30:07,2025-05-15T20:04:25,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-16,87.6,65.2,76.4,84.2,65.2,75.4,46.9,37.6,0,0,0,,0,0,52.9,32.6,212.4,998.7,35.3,9.2,159.7,13.7,9,30,2025-05-16T05:29:09,2025-05-16T20:05:26,0.64,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-17,70.2,54.9,62.7,70.2,54.9,62.7,42.8,48.7,0,0,0,,0,0,38.5,23.2,274.5,1003,91.3,9.9,60.2,5,4,10,2025-05-17T05:28:12,2025-05-17T20:06:25,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-18,62,48.2,56,62,43.2,55.4,43.6,63.2,0,0,0,,0,0,22.1,12.6,32.7,1014.2,52.2,9.9,72.8,6.3,2,10,2025-05-18T05:27:18,2025-05-18T20:07:24,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-19,56.4,45.4,49.7,56.4,38.8,46.9,40.2,69.9,0,0,0,,0,0,28,16.4,36.6,1017.6,88.8,9.9,73.3,6.4,4,10,2025-05-19T05:26:25,2025-05-19T20:08:22,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-20,57.3,49.7,54.7,57.3,43.4,54.4,49.1,81.8,0.536,100,70.83,rain,0,0,37.1,24.3,97.4,1007.4,99.6,7.9,13.9,1.2,0,10,2025-05-20T05:25:34,2025-05-20T20:09:19,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-21,53.5,49.6,51.3,53.5,45.4,50.5,48,88.7,0.067,100,41.67,rain,0,0,24.2,12.4,338.3,1006.7,100,5.5,17.1,1.6,1,10,2025-05-21T05:24:45,2025-05-21T20:10:16,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-22,55.7,48.6,51.9,55.7,44.6,50.6,41.8,69.6,0,0,0,,0,0,25.1,13.3,350.9,1014.5,90.6,9.8,43.3,3.7,2,10,2025-05-22T05:23:57,2025-05-22T20:11:12,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-23,61.7,44.6,52.4,61.7,44.6,52.3,39.5,62.8,0,0,0,,0,0,23,13.5,73,1018.5,40.8,9.9,140.7,12,9,10,2025-05-23T05:23:12,2025-05-23T20:12:07,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-24,64,47.1,55.8,64,46.2,55.7,41.1,58.8,0,0,0,,0,0,21.5,13.3,79.2,1022.9,69.3,9.9,127.4,11.2,9,10,2025-05-24T05:22:28,2025-05-24T20:13:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-25,65.9,52.8,57.7,65.9,52.8,57.7,41.7,56.9,0.044,100,16.67,rain,0,0,18.3,12.8,71.1,1025.3,74.8,9.9,86,7.5,9,10,2025-05-25T05:21:47,2025-05-25T20:13:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-26,66.4,47.2,57.5,66.4,46.7,57.2,41.6,56.6,0,0,0,,0,0,20.8,16.4,33.5,1025.2,67.1,9.9,141,12.3,6,10,2025-05-26T05:21:07,2025-05-26T20:14:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-27,66.7,54.6,60.9,66.7,54.6,60.9,44.6,55.4,0,0,0,,0,0,20.1,13.2,39.3,1021.3,90.5,9.9,75.5,6.5,5,10,2025-05-27T05:20:29,2025-05-27T20:15:38,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-28,62.5,55.8,58.6,62.5,55.8,58.6,50.3,74.2,0.397,100,25,rain,0,0,19,10.9,23,1017.6,96.9,9.1,43.7,3.8,2,10,2025-05-28T05:19:53,2025-05-28T20:16:28,0.05,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-29,70.8,53.8,62.5,70.8,53.8,62.5,50.1,66.4,0,0,0,,0,0,16.1,10.4,276.4,1016.7,86,8.7,100.7,8.7,6,10,2025-05-29T05:19:19,2025-05-29T20:17:17,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-30,73.6,54.7,66.2,73.6,54.7,66.2,48.5,55.3,0,0,0,,0,0,26.6,16.1,306.7,1009.1,62.7,9.8,101.6,9,7,10,2025-05-30T05:18:47,2025-05-30T20:18:05,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-31,64.8,52.7,58.3,64.8,52.7,58.3,38.2,48.6,0,0,0,,0,0,21.7,14.4,35.2,1009.6,45.7,9.9,134.4,11.8,8,10,2025-05-31T05:18:17,2025-05-31T20:18:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-01,65.7,48.3,58.1,65.7,47.3,58.1,33.8,42,0,0,0,,0,0,17,11.6,79.3,1013.4,28.3,9.9,138.5,12,8,10,2025-06-01T05:17:49,2025-06-01T20:19:37,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-02,84.6,50.9,69.6,81.9,50.9,69,38.6,33.9,0,0,0,,0,0,23,13.2,206.4,1014.4,65.8,9.9,112.6,9.7,5,10,2025-06-02T05:17:23,2025-06-02T20:20:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-03,88.6,69.7,78.9,87.6,69.7,78.9,56.6,47,0.025,100,8.33,rain,0,0,43.9,27.7,201.9,1010,81.9,9.9,108.3,9.3,7,10,2025-06-03T05:16:59,2025-06-03T20:21:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-04,75.8,58.8,64.7,75.8,58.8,64.7,59,82.2,0.759,100,54.17,rain,0,0,34.2,15.2,13.4,1014.6,97.2,6.8,25.8,2,1,10,2025-06-04T05:16:38,2025-06-04T20:21:45,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-05,71.2,55.5,64.3,71.2,55.5,64.3,53.4,69.3,0,0,0,,0,0,29.4,17.6,36.6,1017.5,76.1,5.8,126.9,11.2,8,10,2025-06-05T05:16:18,2025-06-05T20:22:25,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-06,76.9,60.8,68.4,76.9,60.8,68.4,47,47.6,0,0,0,,0,0,24.2,13.3,36.7,1014.3,73.4,8.7,132.7,11.5,8,10,2025-06-06T05:16:00,2025-06-06T20:23:04,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-07,76.6,58,67.7,76.6,58,67.7,51,55.8,0,0,0,,0,0,16.1,13.4,55.3,1011.2,64.9,9.6,90.4,7.9,5,10,2025-06-07T05:15:45,2025-06-07T20:23:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-08,81.2,60.9,68.4,81.4,60.9,68.4,57.3,69.1,0.537,100,29.17,rain,0,0,30.5,18.5,243.5,1006.3,62.6,8.9,133.5,11.5,8,10,2025-06-08T05:15:31,2025-06-08T20:24:16,0.41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-09,72.9,56.6,64.6,72.9,56.6,64.6,49.7,60.6,0,0,0,,0,0,32.7,19.4,248.4,1005.3,43,9.9,78.7,6.6,5,10,2025-06-09T05:15:20,2025-06-09T20:24:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-10,78.8,56.1,67.7,78.8,56.1,67.7,49.3,53.4,0,0,0,,0,0,27,17.6,262.3,1011.6,45.4,9.9,119.2,10.3,5,10,2025-06-10T05:15:10,2025-06-10T20:25:23,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-11,91.4,64.9,78.3,89.7,64.9,77.7,55.8,48.3,0,0,0,,0,0,29.4,18.6,231.5,1015,49.5,9.9,113,9.8,8,10,2025-06-11T05:15:03,2025-06-11T20:25:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-12,80.7,64.5,73.3,81.4,64.5,73.3,57,57.1,0,0,0,,0,0,20.8,13.1,30.7,1016.4,93.8,9.1,91.5,7.9,4,10,2025-06-12T05:14:58,2025-06-12T20:26:22,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-13,71.2,63.4,67.2,71.2,63.4,67.2,59.5,76.5,0.05,100,29.17,rain,0,0,15.9,11,52,1015.4,98.5,6.9,24.8,2,1,10,2025-06-13T05:14:54,2025-06-13T20:26:49,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-14,74.8,62.3,66.6,74.8,62.3,66.6,57.5,73.2,0,0,0,,0,0,19,13.8,48.2,1016.3,78.5,8.9,41.9,3.6,2,10,2025-06-14T05:14:53,2025-06-14T20:27:15,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-15,80.7,59.5,70.2,81,59.5,70.2,55.5,60.8,0,0,0,,0,0,19.7,13.9,52.4,1018.1,71.1,9.9,122.5,10.5,7,10,2025-06-15T05:14:54,2025-06-15T20:27:38,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-16,85.3,63.7,75,84.6,63.7,74.9,57.4,56.3,0,0,0,,0,0,22.3,12.4,110.9,1014,70.1,9.9,117.7,10.2,8,10,2025-06-16T05:14:57,2025-06-16T20:28:00,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-17,91.6,72.6,82.3,93.6,72.6,83.8,65.7,59.2,0,0,0,,0,0,26.7,17.5,217.8,1008,71.6,9.9,143,12.4,8,30,2025-06-17T05:15:02,2025-06-17T20:28:20,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-18,81.7,67.8,72.9,84.8,67.8,73.3,67.6,83.7,1.63,100,62.5,rain,0,0,32.7,13,273.1,1006.6,93.9,7.5,48.8,4.1,3,10,2025-06-18T05:15:09,2025-06-18T20:28:38,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-19,83,66,74.7,83.6,66,74.9,62,67.3,0.518,100,16.67,rain,0,0,26.5,14.6,284.4,1010.7,74,9.2,73.2,6.3,5,30,2025-06-19T05:15:18,2025-06-19T20:28:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-20,85.8,70.6,77.6,86.1,70.6,78,62.6,60.8,0,0,0,,0,0,29.6,18.3,212.2,1012.9,58.4,9.9,37.8,3.2,3,15,2025-06-20T05:15:28,2025-06-20T20:29:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-21,94.8,77.3,86.2,103.9,77.3,91.4,70.8,60.9,0,0,0,,0,0,42.1,28.5,211.4,1009.7,33.1,9.9,136.8,11.9,8,75,2025-06-21T05:15:41,2025-06-21T20:29:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-22,94.8,80,87.5,102.6,83.9,93.9,72,61.3,0,0,0,,0,0,33.9,22.6,214.6,1014.2,17.8,9.9,115.2,9.9,7,60,2025-06-22T05:15:56,2025-06-22T20:29:31,0.9,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-23,94.7,79.2,87.6,100.6,79.2,92.5,70.3,57.5,0,0,0,,0,0,32.1,19.6,218.8,1017,24.8,9.9,137.6,12,8,30,2025-06-23T05:16:12,2025-06-23T20:29:39,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-24,93.3,75.8,84.3,99.8,75.8,88.1,69,60.6,0.037,100,12.5,rain,0,0,29.8,15.6,217.4,1019.4,78.2,9.9,84.4,7.3,5,30,2025-06-24T05:16:30,2025-06-24T20:29:45,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-25,87.4,71.8,77.8,93.5,71.8,79.3,70.2,78.1,0.426,100,29.17,rain,0,0,16.6,11,75.1,1018.9,83.6,9.1,53.9,4.5,4,10,2025-06-25T05:16:51,2025-06-25T20:29:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-26,94.7,77.7,85.9,101.4,77.7,90,70.9,62.4,0.002,100,8.33,rain,0,0,23,13.3,225.3,1013.5,46.4,9.9,105.7,9.1,6,60,2025-06-26T05:17:13,2025-06-26T20:29:51,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-27,88.6,77.4,83.3,92.3,77.4,86,68.3,61.2,0.001,100,4.17,rain,0,0,31.3,18,246.2,1011.6,54.5,9.9,95.5,8.4,7,60,2025-06-27T05:17:36,2025-06-27T20:29:51,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-28,85.2,70.4,77.3,87,70.4,77.8,63.8,63.9,0,0,0,,0,0,14.8,10.8,84.3,1015.4,33.6,9.9,140.5,12.1,9,10,2025-06-28T05:18:02,2025-06-28T20:29:49,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-29,91.8,75,83.2,95.4,75,86,68.2,61.6,0.048,100,8.33,rain,0,0,58.8,15.3,168,1013,55.1,9.9,95.8,8.1,7,30,2025-06-29T05:18:29,2025-06-29T20:29:45,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-30,90.9,74.7,82.5,92.6,74.7,83.9,67,61.4,0,0,0,,0,0,21.5,14.8,287.6,1010.1,82.2,9.9,85.4,7.5,6,30,2025-06-30T05:18:58,2025-06-30T20:29:38,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-01,87.8,71.7,79.9,86.5,71.7,79.8,60.5,53.1,0,0,0,,0,0,20.8,12.3,337.2,1012.5,30.8,9.9,122.9,10.6,7,10,2025-07-01T05:19:28,2025-07-01T20:29:30,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-02,90.1,70.9,81.8,88.4,70.9,81.4,59.4,48.4,0,0,0,,0,0,26.4,13.7,268.7,1013.7,57.1,9.9,112.9,9.8,5,10,2025-07-02T05:20:00,2025-07-02T20:29:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-03,90.9,72.9,83.1,92.2,72.9,83.7,62.9,51.9,0,0,0,,0,0,13.6,11.8,265.3,1014.4,30.7,9.9,91.4,8,6,30,2025-07-03T05:20:33,2025-07-03T20:29:06,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
